date,iso_a3,currency_code,country,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_dollar,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
07/01/10,KOR,KRW,South Korea,3400,1204.45,2.822865208,-0.24388,-0.34845,-0.18966,-0.23095,0.44926,,,,,,,
07/01/10,LKA,LKR,Sri Lanka,210,112.775,1.86211483,-0.50122,-0.5702,-0.46545,-0.49269,-0.04399,,,,,,,
07/01/10,MEX,MXN,Mexico,32,12.782,2.503520576,-0.32941,-0.42216,-0.28133,-0.31795,0.28531,,,,,,,
07/01/10,MYS,MYR,Malaysia,7.05,3.2135,2.193869613,-0.41236,-0.49363,-0.37022,-0.40231,0.12634,,,,,,,
07/01/10,NOR,NOK,Norway,45,6.24625,7.204322594,0.92973,0.66285,1.0681,0.96273,2.69871,,,,,,,
07/01/10,NZL,NZD,New Zealand,5,1.39275766,3.59,-0.03839,-0.17138,0.03056,-0.02195,0.84311,,,,,,,
07/01/10,PAK,PKR,Pakistan,210,85.525,2.455422391,-0.3423,-0.43326,-0.29514,-0.33105,0.26062,,,,,,,
07/01/10,PER,PEN,Peru,10,2.8275,3.536693192,-0.05267,-0.18369,0.01526,-0.03647,0.81574,,,,,,,
07/01/10,PHL,PHP,Philippines,102,46.47,2.194964493,-0.41206,-0.49338,-0.36991,-0.40201,0.1269,,,,,,,
07/01/10,POL,PLN,Poland,8.3,3.1969,2.596265132,-0.30457,-0.40075,-0.25471,-0.29268,0.33293,,,,,,,
07/01/10,RUS,RUB,Russia,71,30.44325,2.332208289,-0.3753,-0.4617,-0.33051,-0.36462,0.19736,,,,,,,
07/01/10,SAU,SAR,Saudi Arabia,10,3.75045,2.666346705,-0.2858,-0.38457,-0.23459,-0.27359,0.36891,,,,,,,
07/01/10,SGP,SGD,Singapore,4.23,1.3742,3.078154563,-0.17549,-0.28952,-0.11637,-0.1614,0.58033,,,,,,,
07/01/10,SWE,SEK,Sweden,48.4,7.37355,6.564002414,0.75821,0.51505,0.88429,0.78828,2.36997,,,,,,,
07/01/10,THA,THB,Thailand,70,32.305,2.166847237,-0.41959,-0.49986,-0.37798,-0.40967,0.11246,,,,,,,
07/01/10,TUR,TRY,Turkey,5.95,1.5293,3.890668933,0.04214,-0.10199,0.11687,0.05996,0.99748,,,,,,,
07/01/10,TWN,TWD,Taiwan,75,32.1055,2.336048341,-0.37427,-0.46081,-0.32941,-0.36357,0.19933,,,,,,,
07/01/10,UKR,UAH,Ukraine,14.5,7.899,1.835675402,-0.5083,-0.5763,-0.47304,-0.49989,-0.05756,,,,,,,
07/01/10,URY,UYU,Uruguay,79,21.1,3.744075829,0.00288,-0.13582,0.07479,0.02003,0.92221,,,,,,,
07/01/10,USA,USD,United States,3.733333333,1,3.733333333,0,-0.1383,0.0717,0.0171,0.9167,,,,,,,
07/01/10,ZAF,ZAR,South Africa,18.45,7.5365,2.448085982,-0.34426,-0.43495,-0.29724,-0.33305,0.25685,,,,,,,
07/01/11,ARE,AED,UAE,12,3.67305,3.267039654,-0.1963,-0.3371,-0.1605,-0.19993,0.43727,,,,,,,
07/01/11,ARG,ARS,Argentina,20,4.1325,4.83968542,0.19057,-0.018,0.24361,0.18519,1.12913,9138.177,3.149756552,1.01089,0.47526,0.8497,0.90626,0.94622
07/01/11,AUS,AUD,Australia,4.56,0.922381589,4.943724001,0.21617,0.00311,0.27035,0.21067,1.1749,55589.549,5.792526187,0.11695,-0.18056,0.02742,0.05883,0.08103
07/01/11,BRA,BRL,Brazil,9.5,1.5416,6.162428646,0.51597,0.25039,0.58351,0.50912,1.71105,10816.487,3.245241067,1.48516,0.8232,1.28595,1.35584,1.40524
07/01/11,CAN,CAD,Canada,4.73,0.94585,5.000792938,0.23021,0.01469,0.28501,0.22465,1.20001,46214.914,5.259172711,0.24443,-0.08704,0.14468,0.17968,0.20441
07/01/11,CHE,CHF,Switzerland,6.5,0.80615,8.063015568,0.98352,0.63603,1.07188,0.97456,2.54718,67245.997,6.455699426,0.63457,0.19918,0.50354,0.54951,0.582
07/01/11,CHL,CLP,Chile,1850,462.75,3.997839006,-0.01652,-0.18882,0.02729,-0.02097,0.75878,11827.958,3.302786942,0.58414,0.16218,0.45716,0.50171,0.53319
07/01/11,CHN,CNY,China,14.65,6.445,2.273079907,-0.44082,-0.53878,-0.41591,-0.44334,0,4382.136,2.879169911,0.03323,-0.24199,-0.04959,-0.02054,0
07/01/11,COL,COP,Colombia,8400,1770.5,4.74442248,0.16714,-0.03733,0.21913,0.16186,1.08722,6273.372,2.986768478,1.07889,0.52514,0.91224,0.97071,1.01203
07/01/11,CRI,CRC,Costa Rica,2050,504.305,4.065000347,0,-0.17519,0.04455,-0.00452,0.78832,,,,,,,
07/01/11,CZE,CZK,Czech Republic,69.32,17.0219,4.072400848,0.00182,-0.17369,0.04645,-0.00271,0.79158,18288.284,3.6703359,0.45209,0.0653,0.33569,0.37653,0.40539
07/01/11,DNK,DKK,Denmark,28.5,5.19845,5.482403409,0.34868,0.11241,0.40877,0.34259,1.41188,56147.143,5.824249523,0.23191,-0.09623,0.13316,0.16781,0.19229
07/01/11,EGY,EGP,Egypt,14.09,5.962,2.363300906,-0.41862,-0.52047,-0.39272,-0.42125,0.03969,2788.829,2.788521493,0.10916,-0.18628,0.02025,0.05144,0.07349
07/01/11,EUZ,EUR,Euro area,3.437660401,0.697520315,4.928401836,0.2124,0,0.26641,0.20692,1.16816,36947,4.73189094,0.36308,0,0.25381,0.29215,0.31924
07/01/11,GBR,GBP,Britain,2.39,0.614137444,3.891637,-0.04265,-0.21037,0,-0.04697,0.71205,36119.846,4.684831459,0.08714,-0.20243,0,0.03058,0.05218
07/01/11,HKG,HKD,Hong Kong,15.1,7.7918,1.937934752,-0.52326,-0.60678,-0.50203,-0.52542,-0.14744,31590.681,4.427152531,-0.42712,-0.57972,-0.47304,-0.45693,-0.44554
07/01/11,HUN,HUF,Hungary,760,188.0724,4.040996978,-0.0059,-0.18006,0.03838,-0.0104,0.77776,12879.296,3.36260098,0.57276,0.15383,0.44669,0.49092,0.52218
07/01/11,IDN,IDR,Indonesia,22534,8523,2.643904728,-0.34959,-0.46354,-0.32062,-0.35253,0.16314,3015.374,2.801410375,0.23515,-0.09386,0.13614,0.17087,0.19542
07/01/11,IND,INR,India,84,44.4,1.891891892,-0.53459,-0.61612,-0.51386,-0.53669,-0.1677,1264.839,2.701816745,-0.08359,-0.32769,-0.15705,-0.13128,-0.11306
07/01/11,ISR,ILS,Israel,15.9,3.40335,4.671867425,0.14929,-0.05205,0.20049,0.1441,1.0553,28685.616,4.261873934,0.43463,0.05249,0.31963,0.35998,0.38849
07/01/11,JPN,JPY,Japan,320,78.365,4.083455624,0.00454,-0.17144,0.04929,0,0.79644,42820.392,5.066047314,0.05489,-0.2261,-0.02967,0,0.02097
07/01/11,KOR,KRW,South Korea,3700,1056.2,3.503124408,-0.13822,-0.2892,-0.09983,-0.14212,0.54114,20590.962,3.801342741,0.20606,-0.1152,0.10938,0.1433,0.16727
07/01/11,LKA,LKR,Sri Lanka,280,109.475,2.557661567,-0.37081,-0.48104,-0.34278,-0.37365,0.1252,,,,,,,
07/01/11,MEX,MXN,Mexico,32,11.67075,2.741897479,-0.32549,-0.44365,-0.29544,-0.32854,0.20625,9565.962,3.174094632,0.13053,-0.17061,0.0399,0.0717,0.09417
07/01/11,MYS,MYR,Malaysia,7.2,2.973,2.421796165,-0.40423,-0.5086,-0.37769,-0.40692,0.06543,8423.176,3.10907782,0.01942,-0.25212,-0.06229,-0.03362,-0.01336
07/01/11,NOR,NOK,Norway,45,5.41405,8.311707502,1.0447,0.68649,1.13579,1.03546,2.65658,84443.634,7.43412893,0.46322,0.07347,0.34593,0.38708,0.41616
07/01/11,NZL,NZD,New Zealand,5.1,1.156069364,4.411500001,0.08524,-0.10488,0.13358,0.08033,0.94076,32145.233,4.458702798,0.29487,-0.05004,0.19108,0.22749,0.25323
07/01/11,PAK,PKR,Pakistan,205.13,86.345,2.375702125,-0.41557,-0.51796,-0.38954,-0.41821,0.04515,1049.749,2.689579576,0.156,-0.15192,0.06333,0.09584,0.11882
07/01/11,PER,PEN,Peru,10,2.7375,3.652968037,-0.10136,-0.25879,-0.06133,-0.10542,0.60706,5171.651,2.924087987,0.63495,0.19946,0.50389,0.54988,0.58237
07/01/11,PHL,PHP,Philippines,118,42.41,2.78236265,-0.31553,-0.43544,-0.28504,-0.31863,0.22405,2007.362,2.744061294,0.32699,-0.02647,0.22062,0.25794,0.28432
07/01/11,POL,PLN,Poland,8.63,2.7968,3.085669336,-0.24092,-0.3739,-0.2071,-0.24435,0.35748,12300.126,3.329650115,0.21283,-0.11023,0.11561,0.14972,0.17383
07/01/11,RUS,RUB,Russia,75,27.7525,2.702459238,-0.33519,-0.45166,-0.30557,-0.33819,0.1889,10437.49,3.223678695,0.09713,-0.19511,0.00918,0.04004,0.06184
07/01/11,SAU,SAR,Saudi Arabia,10,3.7502,2.666524452,-0.34403,-0.45895,-0.31481,-0.34699,0.17309,16995.78,3.596801143,-0.02976,-0.2882,-0.10754,-0.08025,-0.06097
07/01/11,SGP,SGD,Singapore,4.41,1.20705,3.653535479,-0.10122,-0.25868,-0.06118,-0.10528,0.60731,43116.689,5.082904614,-0.0593,-0.30987,-0.13471,-0.10825,-0.08955
07/01/11,SWE,SEK,Sweden,48.4,6.3352,7.639853517,0.87942,0.55017,0.96315,0.87093,2.36101,48874.608,5.410491353,0.84798,0.35574,0.69985,0.75182,0.78855
07/01/11,THA,THB,Thailand,70,29.75,2.352941176,-0.42117,-0.52258,-0.39539,-0.42379,0.03513,4991.525,2.913840033,0.0568,-0.22469,-0.02791,0.00181,0.02282
07/01/11,TUR,TRY,Turkey,6.5,1.72285,3.772818295,-0.07188,-0.23447,-0.03053,-0.07607,0.65978,10398.685,3.221470952,0.53271,0.12445,0.40985,0.45296,0.48342
07/01/11,TWN,TWD,Taiwan,75,28.834,2.601095928,-0.36012,-0.47222,-0.33162,-0.36302,0.1443,18457.752,3.679977485,-0.07496,-0.32136,-0.14911,-0.12309,-0.10471
07/01/11,UKR,UAH,Ukraine,16.5,7.994,2.064048036,-0.49224,-0.58119,-0.46962,-0.49453,-0.09196,,,,,,,
07/01/11,URY,UYU,Uruguay,90,18.45,4.87804878,0.20001,-0.01022,0.25347,0.19459,1.14601,,,,,,,
07/01/11,USA,USD,United States,4.065,1,4.065,0,-0.17519,0.04455,-0.00452,0.78832,47283.633,5.319975611,0,-0.26637,-0.08016,-0.05203,-0.03216
07/01/11,VEN,VEF,Venezuela,28,4.29465,6.519739676,0.60387,0.32289,0.67532,0.59662,1.86824,,,,,,,
07/01/11,ZAF,ZAR,South Africa,19.45,6.76885,2.873457087,-0.29312,-0.41696,-0.26163,-0.29632,0.26412,7157.801,3.03708652,0.23822,-0.0916,0.13896,0.17379,0.1984
01/01/12,ARE,AED,UAE,12,3.673,3.267084127,-0.22161,-0.26263,-0.1455,-0.21467,0.33982,,,,,,,
01/01/12,ARG,ARS,Argentina,20,4.3135,4.636606004,0.10469,0.04647,0.21269,0.11452,0.90146,9138.177,2.994189696,0.75552,0.49594,0.71806,0.69432,0.76178
01/01/12,AUS,AUD,Australia,4.8,0.972337012,4.93656,0.17615,0.11417,0.29115,0.18663,1.02447,55589.549,5.142346222,0.0883,-0.07262,0.06508,0.05036,0.09218
01/01/12,BRA,BRL,Brazil,10.25,1.805,5.67867036,0.35296,0.28166,0.48524,0.36501,1.32881,10816.487,3.071803606,1.09574,0.78585,1.05103,1.02269,1.10322
01/01/12,CAN,CAD,Canada,4.73,1.02095,4.632939909,0.10381,0.04564,0.21173,0.11364,0.89996,46214.914,4.708813638,0.1154,-0.04953,0.0916,0.07652,0.11938
01/01/12,CHE,CHF,Switzerland,6.5,0.9551,6.805570097,0.62145,0.536,0.77998,0.63589,1.79095,67245.997,5.681401879,0.35798,0.15718,0.32901,0.31064,0.36283
01/01/12,CHL,CLP,Chile,2050,506.05,4.050983104,-0.03484,-0.0857,0.05953,-0.02624,0.6613,11827.958,3.118579361,0.47261,0.25486,0.44119,0.42128,0.47787
01/01/12,CHN,CNY,China,15.4,6.3155,2.438445095,-0.41903,-0.44965,-0.36223,-0.41386,0,4382.136,2.774245267,-0.00356,-0.1509,-0.02482,-0.03829,0
01/01/12,COL,COP,Colombia,8400,1852.15,4.535269822,0.08054,0.0236,0.18619,0.09017,0.8599,6273.372,2.861705998,0.79665,0.53099,0.75831,0.73402,0.80306
01/01/12,CRI,CRC,Costa Rica,2050,509.54,4.023236645,-0.04145,-0.09196,0.05227,-0.03291,0.64992,,,,,,,
01/01/12,CZE,CZK,Czech Republic,70.22,20.36535,3.448013415,-0.1785,-0.22179,-0.09818,-0.17118,0.41402,18288.284,3.417338921,0.14384,-0.02529,0.11943,0.10397,0.14792
01/01/12,DNK,DKK,Denmark,31.5,5.86135,5.37418854,0.28042,0.21294,0.40561,0.29182,1.20394,56147.143,5.168132311,0.17886,0.00455,0.15371,0.13777,0.18307
01/01/12,EGY,EGP,Egypt,15.5,6.037,2.567500414,-0.38829,-0.42052,-0.32848,-0.38284,0.05293,2788.829,2.700562345,0.07781,-0.08156,0.05481,0.04024,0.08165
01/01/12,EUZ,EUR,Euro area,3.49245637,0.788239467,4.430704775,0.05563,0,0.15884,0.06503,0.81702,36947,4.280216396,0.17352,0,0.14848,0.13262,0.17771
01/01/12,GBR,GBP,Britain,2.49,0.651253663,3.823395002,-0.08906,-0.13707,0,-0.08095,0.56796,36119.846,4.24196443,0.0218,-0.12929,0,-0.01382,0.02545
01/01/12,HKG,HKD,Hong Kong,16.5,7.76735,2.124276619,-0.49388,-0.52056,-0.4444,-0.48938,-0.12884,31590.681,4.032511944,-0.4028,-0.4911,-0.41554,-0.42362,-0.40067
01/01/12,HUN,HUF,Hungary,645,245.69425,2.625214062,-0.37454,-0.4075,-0.31338,-0.36896,0.07659,12879.296,3.167198778,-0.06033,-0.19928,-0.08038,-0.09309,-0.05698
01/01/12,IDN,IDR,Indonesia,22534,9160,2.460043668,-0.41389,-0.44477,-0.35658,-0.40867,0.00886,3015.374,2.711038981,0.02871,-0.1234,0.00676,-0.00715,0.03238
01/01/12,IND,INR,India,84,51.905,1.6183412,-0.61443,-0.63474,-0.57673,-0.61099,-0.33632,1264.839,2.630085006,-0.30244,-0.40558,-0.31732,-0.32675,-0.29994
01/01/12,ISR,ILS,Israel,15.9,3.8485,4.131479797,-0.01566,-0.06753,0.08058,-0.0069,0.69431,28685.616,3.898166411,0.20152,0.02385,0.17588,0.15963,0.20581
01/01/12,JPN,JPY,Japan,320,76.92,4.160166407,-0.00883,-0.06106,0.08808,0,0.70607,42820.392,4.551833031,0.03612,-0.11709,0.01401,0,0.03982
01/01/12,KOR,KRW,South Korea,3700,1158.75,3.193096009,-0.23924,-0.27933,-0.16485,-0.23246,0.30948,20590.962,3.523826901,0.02726,-0.12463,0.00535,-0.00854,0.03093
01/01/12,LKA,LKR,Sri Lanka,290,113.93,2.545422628,-0.39355,-0.4255,-0.33425,-0.38814,0.04387,,,,,,,
01/01/12,MEX,MXN,Mexico,37,13.6844,2.703808716,-0.35581,-0.38976,-0.29283,-0.35007,0.10882,9565.962,3.013972732,0.017,-0.13338,-0.0047,-0.01845,0.02063
01/01/12,MYS,MYR,Malaysia,7.35,3.13955,2.341099839,-0.44223,-0.47162,-0.38769,-0.43726,-0.03992,8423.176,2.961124278,-0.10371,-0.23624,-0.12284,-0.13495,-0.10051
01/01/12,NOR,NOK,Norway,41,6.0399,6.788191857,0.61731,0.53208,0.77544,0.63171,1.78382,84443.634,6.476711352,0.18818,0.01249,0.16283,0.14677,0.19243
01/01/12,NZL,NZD,New Zealand,5.1,1.26000126,4.047615,-0.03564,-0.08646,0.05864,-0.02705,0.65992,32145.233,4.058157355,0.13072,-0.03647,0.10659,0.0913,0.13476
01/01/12,PAK,PKR,Pakistan,260,90.05,2.887284842,-0.3121,-0.34835,-0.24484,-0.30597,0.18407,1049.749,2.62013811,0.24925,0.06453,0.2226,0.20571,0.25371
01/01/12,PER,PEN,Peru,10,2.6925,3.714020427,-0.11512,-0.16175,-0.02861,-0.10724,0.52311,5171.651,2.810756606,0.49798,0.27648,0.46602,0.44576,0.50333
01/01/12,PHL,PHP,Philippines,118,44.005,2.681513464,-0.36112,-0.39479,-0.29866,-0.35543,0.09968,2007.362,2.664423187,0.14094,-0.02777,0.11659,0.10116,0.14501
01/01/12,POL,PLN,Poland,9.1,3.52045,2.584896817,-0.38414,-0.41659,-0.32393,-0.37866,0.06006,12300.126,3.140414901,-0.06687,-0.20485,-0.08678,-0.0994,-0.06354
01/01/12,RUS,RUB,Russia,81,31.7693,2.549631248,-0.39254,-0.42455,-0.33315,-0.38713,0.0456,10437.49,3.054276785,-0.05365,-0.19358,-0.07384,-0.08663,-0.05027
01/01/12,SAU,SAR,Saudi Arabia,10,3.7502,2.666524452,-0.36469,-0.39817,-0.30258,-0.35903,0.09353,16995.78,3.357566717,-0.09966,-0.23279,-0.11887,-0.13105,-0.09645
01/01/12,SGP,SGD,Singapore,4.85,1.2928,3.75154703,-0.10618,-0.15328,-0.01879,-0.09822,0.5385,43116.689,4.565535367,-0.06846,-0.2062,-0.08833,-0.10093,-0.06513
01/01/12,SWE,SEK,Sweden,41,6.9338,5.913063544,0.4088,0.33457,0.54655,0.42135,1.42493,48874.608,4.831811922,0.38735,0.18221,0.35775,0.33899,0.39231
01/01/12,THA,THB,Thailand,78,31.75,2.456692913,-0.41469,-0.44553,-0.35746,-0.40947,0.00748,4991.525,2.802426629,-0.0062,-0.15314,-0.0274,-0.04084,-0.00265
01/01/12,TUR,TRY,Turkey,6.6,1.86295,3.54276819,-0.15593,-0.20041,-0.0734,-0.14841,0.45288,10398.685,3.052482237,0.31575,0.1212,0.28768,0.26989,0.32045
01/01/12,TWN,TWD,Taiwan,75,29.9795,2.501709501,-0.40396,-0.43537,-0.34568,-0.39865,0.02594,18457.752,3.425176016,-0.17198,-0.29442,-0.18965,-0.20085,-0.16903
01/01/12,UKR,UAH,Ukraine,17,8.0405,2.114296375,-0.49626,-0.52281,-0.44701,-0.49178,-0.13293,,,,,,,
01/01/12,URY,UYU,Uruguay,90,19.45,4.627249357,0.10246,0.04436,0.21025,0.11228,0.89762,,,,,,,
01/01/12,USA,USD,United States,4.19722,1,4.19722,0,-0.0527,0.09777,0.00891,0.72127,47283.633,4.758236843,0,-0.14786,-0.02134,-0.03486,0.00357
01/01/12,VEN,VEF,Venezuela,30,4.29465,6.985435367,0.6643,0.5766,0.82702,0.67912,1.86471,,,,,,,
01/01/12,ZAF,ZAR,South Africa,19.95,8.1304,2.453753813,-0.41539,-0.44619,-0.35823,-0.41018,0.00628,7157.801,2.902606661,-0.04164,-0.18335,-0.06209,-0.07505,-0.03822
07/01/12,ARE,AED,UAE,12,3.67295,3.267128602,-0.24503,-0.24797,-0.21508,-0.20139,0.33368,,,,,,,
07/01/12,ARG,ARS,Argentina,19,4.56625,4.160963592,-0.03848,-0.04223,-0.00034,0.0171,0.69855,9138.177,3.005568009,0.48886,0.34071,0.38747,0.50965,0.5824
07/01/12,AUS,AUD,Australia,4.56,0.974326497,4.680155999,0.08149,0.07728,0.1244,0.14401,0.91049,55589.549,5.012892059,0.00406,-0.09585,-0.06432,0.01808,0.06714
07/01/12,BRA,BRL,Brazil,10.08,2.04215,4.935974341,0.14061,0.13616,0.18586,0.20654,1.01492,10816.487,3.078093574,0.72456,0.55296,0.60711,0.74864,0.83291
07/01/12,CAN,CAD,Canada,5.12,1.01945,5.022315955,0.16056,0.15603,0.2066,0.22764,1.05016,46214.914,4.607781736,0.17219,0.05555,0.09236,0.18856,0.24584
07/01/12,CHE,CHF,Switzerland,6.5,0.9906,6.56167979,0.51627,0.51036,0.57643,0.60392,1.67855,67245.997,5.516607394,0.27917,0.15189,0.19206,0.29704,0.35954
07/01/12,CHL,CLP,Chile,2050,493.05,4.157793327,-0.03922,-0.04296,-0.0011,0.01632,0.69726,11827.958,3.121802726,0.43233,0.28981,0.33479,0.45233,0.52232
07/01/12,CHN,CNY,China,15.65,6.3885,2.44971433,-0.43392,-0.43613,-0.41146,-0.4012,0,4382.136,2.800043068,-0.05911,-0.15274,-0.12319,-0.04597,0
07/01/12,COL,COP,Colombia,8600,1804.475,4.765929148,0.10131,0.09702,0.145,0.16497,0.9455,6273.372,2.8817699,0.77858,0.60161,0.65746,0.80342,0.89033
07/01/12,CZE,CZK,Czech Republic,70.33,21.048,3.34141011,-0.22787,-0.23088,-0.19723,-0.18323,0.364,18288.284,3.400975702,0.0566,-0.04853,-0.01535,0.07136,0.12299
07/01/12,DNK,DKK,Denmark,28.5,6.1356,4.645022492,0.07337,0.06919,0.11596,0.13542,0.89615,56147.143,5.03698762,-0.00825,-0.10693,-0.07579,0.0056,0.05406
07/01/12,EGY,EGP,Egypt,16,6.0665,2.637435094,-0.39054,-0.39292,-0.36636,-0.35531,0.07663,2788.829,2.731190775,0.03852,-0.06481,-0.0322,0.05303,0.10377
07/01/12,EUZ,EUR,Euro area,3.583482241,0.824844311,4.344434693,0.00391,0,0.04374,0.06194,0.77345,36947,4.207283196,0.1105,0,0.03487,0.12601,0.18027
07/01/12,GBR,GBP,Britain,2.69,0.646266197,4.1623715,-0.03816,-0.04191,0,0.01744,0.69913,36119.846,4.171539018,0.07308,-0.0337,0,0.08806,0.1405
07/01/12,HKG,HKD,Hong Kong,16.5,7.75815,2.126795692,-0.50854,-0.51046,-0.48904,-0.48013,-0.13182,31590.681,3.975818172,-0.42471,-0.48195,-0.46389,-0.41668,-0.38857
07/01/12,HUN,HUF,Hungary,830,238.2151,3.484245961,-0.19486,-0.198,-0.16292,-0.14832,0.42231,12879.296,3.167234668,0.18308,0.06536,0.10251,0.1996,0.25741
07/01/12,IDN,IDR,Indonesia,24200,9482.5,2.552069602,-0.41027,-0.41257,-0.38687,-0.37618,0.04178,3015.374,2.740980566,0.00132,-0.09831,-0.06687,0.0153,0.06423
07/01/12,IND,INR,India,89,56.165,1.584616754,-0.63383,-0.63525,-0.6193,-0.61266,-0.35314,1264.839,2.665333909,-0.36062,-0.42424,-0.40416,-0.35169,-0.32045
07/01/12,ISR,ILS,Israel,11.9,4.07625,2.919349893,-0.3254,-0.32803,-0.29863,-0.2864,0.19171,28685.616,3.85028029,-0.18458,-0.26572,-0.24011,-0.1732,-0.13335
07/01/12,JPN,JPY,Japan,320,78.22,4.091025313,-0.05464,-0.05833,-0.01714,0,0.67,42820.392,4.461092729,-0.01377,-0.11191,-0.08093,0,0.04819
07/01/12,KOR,KRW,South Korea,3700,1151,3.214596003,-0.25717,-0.26007,-0.2277,-0.21423,0.31223,20590.962,3.500482363,-0.01239,-0.11066,-0.07965,0.0014,0.04966
07/01/12,LKA,LKR,Sri Lanka,290,131,2.213740458,-0.48845,-0.49044,-0.46815,-0.45888,-0.09633,,,,,,,
07/01/12,MEX,MXN,Mexico,37,13.687,2.703295098,-0.37532,-0.37776,-0.35054,-0.33921,0.10351,9565.962,3.024054074,-0.03863,-0.13429,-0.1041,-0.02521,0.02177
07/01/12,MYS,MYR,Malaysia,7.4,3.1735,2.331810304,-0.46116,-0.46326,-0.43979,-0.43002,-0.04813,8423.176,2.974670349,-0.15698,-0.24086,-0.21438,-0.1452,-0.10401
07/01/12,NOR,NOK,Norway,43,6.09205,7.058379363,0.63105,0.62469,0.69576,0.72533,1.88131,84443.634,6.259776624,0.21264,0.09198,0.13006,0.22958,0.28883
07/01/12,NZL,NZD,New Zealand,5.1,1.273560876,4.004520001,-0.07463,-0.07824,-0.03792,-0.02115,0.63469,32145.233,3.999782277,0.07671,-0.03042,0.00339,0.09175,0.14436
07/01/12,PAK,PKR,Pakistan,285,94.605,3.012525765,-0.30386,-0.30658,-0.27625,-0.26363,0.22975,1049.749,2.656039128,0.21978,0.09841,0.13672,0.23682,0.29642
07/01/12,PHL,PHP,Philippines,118,42.2,2.796208531,-0.35385,-0.35637,-0.32822,-0.3165,0.14144,2007.362,2.69742089,0.11483,0.0039,0.03891,0.13039,0.18487
07/01/12,POL,PLN,Poland,9.1,3.46035,2.629791784,-0.39231,-0.39468,-0.3682,-0.35718,0.07351,12300.126,3.142206734,-0.09994,-0.1895,-0.16123,-0.08737,-0.04339
07/01/12,RUS,RUB,Russia,75,32.76525,2.289010461,-0.47105,-0.47312,-0.45007,-0.44048,-0.0656,10437.49,3.061715806,-0.19598,-0.27598,-0.25073,-0.18475,-0.14546
07/01/12,SAU,SAR,Saudi Arabia,10,3.75025,2.666488901,-0.38383,-0.38623,-0.35938,-0.34821,0.08849,16995.78,3.345122145,-0.14274,-0.22804,-0.20112,-0.13077,-0.08888
07/01/12,SGP,SGD,Singapore,4.4,1.2585,3.496225665,-0.19209,-0.19524,-0.16004,-0.14539,0.4272,43116.689,4.473896745,-0.15957,-0.2432,-0.21681,-0.14784,-0.10677
07/01/12,SWE,SEK,Sweden,39.97301987,6.9777,5.728681352,0.32379,0.31863,0.3763,0.4003,1.33851,48874.608,4.722716291,0.30451,0.17471,0.21568,0.32273,0.38648
07/01/12,THA,THB,Thailand,82,31.7,2.586750789,-0.40225,-0.40458,-0.37854,-0.3677,0.05594,4991.525,2.826376869,-0.01574,-0.11368,-0.08277,-0.00199,0.0461
07/01/12,TUR,TRY,Turkey,8.25,1.8269,4.515846516,0.04352,0.03946,0.08492,0.10384,0.84342,10398.685,3.060038908,0.58708,0.42916,0.479,0.60924,0.68679
07/01/12,TWN,TWD,Taiwan,75,30.1955,2.483813813,-0.42604,-0.42828,-0.40327,-0.39286,0.01392,18457.752,3.408298999,-0.21627,-0.29425,-0.26964,-0.20532,-0.16703
07/01/12,UKR,UAH,Ukraine,15,8.0855,1.85517284,-0.57131,-0.57298,-0.5543,-0.54653,-0.2427,,,,,,,
07/01/12,URY,UYU,Uruguay,99,21.87,4.526748971,0.04604,0.04197,0.08754,0.10651,0.84787,,,,,,,
07/01/12,USA,USD,United States,4.3275,1,4.3275,0,-0.0039,0.03967,0.0578,0.76653,47283.633,4.653964772,0,-0.0995,-0.0681,0.01397,0.06283
07/01/12,VEN,VEF,Venezuela,34,4.29465,7.91682675,0.82942,0.82229,0.902,0.93517,2.23173,,,,,,,
07/01/12,ZAF,ZAR,South Africa,19.95,8.4683,2.355844739,-0.45561,-0.45773,-0.43401,-0.42414,-0.03832,7157.801,2.919989129,-0.13234,-0.21867,-0.19142,-0.12022,-0.07782
01/01/13,ARE,AED,UAE,12,3.67305,3.267039654,-0.25195,-0.33025,-0.23096,-0.07027,0.27014,,,,,,,
01/01/13,ARG,ARS,Argentina,19,4.9765,3.817944338,-0.12581,-0.21732,-0.10128,0.0865,0.48432,10959.082,3.256147146,0.31584,0.09142,0.23714,0.5993,0.3731
01/01/13,AUS,AUD,Australia,4.7,0.959094615,4.900454998,0.12205,0.0046,0.15354,0.39456,0.90517,66371.218,5.69545441,-0.03443,-0.1991,-0.09218,0.17358,0.00759
01/01/13,BRA,BRL,Brazil,11.25,1.99335,5.64376552,0.29225,0.15698,0.32851,0.60609,1.19415,12788.551,3.336682519,0.89815,0.57443,0.78462,1.30706,0.98076
01/01/13,CAN,CAD,Canada,5.41,1.0029,5.394356367,0.23514,0.10585,0.2698,0.53512,1.09719,50496.043,4.996610574,0.21155,0.00492,0.13908,0.47255,0.26427
01/01/13,CHE,CHF,Switzerland,6.5,0.9123,7.124849282,0.63137,0.4606,0.67715,1.02758,1.76996,83072.845,6.430679633,0.24336,0.0313,0.16899,0.51121,0.29747
